UPRN,Site Name,Address,Easting,Northing,Ward,Holding Type,Tenure,Operational Status,GIA,Lease Information,Site Function,Sub Function,Function Detail,waterfront_properties,floor_space,built,price
7708503,Site B,"273 Broadway, Bolton",301574.4597,300616.2873,Ward 4,Leasehold,Short-term,Operational,190.6689266,Lease 3,Residential,Function 2,Detail 3,1,101.8878336,2007,346508.5012
3121536,Site B,"706 High St, Bury",310328.1853,311227.1821,Ward 2,Freehold,Short-term,Non-Operational,420.2159414,Lease 2,Commercial,Function 1,Detail 2,0,115.2884535,1976,335871.229
9166991,Site E,"909 Church St, Bury",382352.374,393605.8032,Ward 4,Leasehold,Short-term,Non-Operational,61.65782661,Lease 2,Commercial,Function 2,Detail 1,1,88.73665062,1928,340622.4069
2666964,Site D,"539 High St, Bolton",340530.7315,352563.7715,Ward 1,Leasehold,Short-term,Operational,103.6845133,Lease 2,Commercial,Function 2,Detail 3,0,110.2576585,1929,169000.1208
3417761,Site E,"40 Mill Rd, Bury",383909.6016,343502.3592,Ward 2,Freehold,Short-term,Non-Operational,109.6849657,Lease 2,Commercial,Function 1,Detail 2,0,105.9715693,1914,243717.3836
6147042,Site A,"508 Mill Rd, Bury",354751.432,348715.7284,Ward 3,Freehold,Long-term,Non-Operational,52.49267003,Lease 1,Industrial,Function 3,Detail 2,0,69.44181586,1947,326098.7517
8273723,Site E,"336 High St, Salford",319739.5388,355480.8558,Ward 3,Freehold,Long-term,Non-Operational,246.2005116,Lease 2,Industrial,Function 1,Detail 2,1,96.0161341,1967,237528.3439
5100175,Site C,"380 Mill Rd, Bolton",371223.7257,310783.1165,Ward 5,Freehold,Long-term,Non-Operational,494.0225938,Lease 3,Residential,Function 1,Detail 3,1,106.9439931,1960,221211.2824
9164153,Site D,"500 Main St, Salford",355818.6343,358475.6515,Ward 5,Leasehold,Long-term,Operational,174.9803399,Lease 1,Industrial,Function 3,Detail 3,0,121.2145746,1970,289126.1345
3402985,Site E,"737 Main St, Manchester",335180.5212,383422.3375,Ward 2,Freehold,Short-term,Operational,130.9637447,Lease 3,Commercial,Function 2,Detail 3,1,146.2735572,1912,341708.4607
1170396,Site B,"783 Church St, Bury",308771.6995,356064.5312,Ward 3,Freehold,Short-term,Operational,252.8808903,Lease 1,Commercial,Function 2,Detail 2,0,93.20732009,2016,270821.1159
6045916,Site C,"577 Church St, Manchester",310229.8356,388304.7656,Ward 1,Leasehold,Long-term,Operational,381.9936153,Lease 1,Commercial,Function 2,Detail 3,1,94.36950861,2019,250216.2628
7581640,Site E,"577 Broadway, Bolton",318851.1614,313823.0211,Ward 2,Leasehold,Long-term,Non-Operational,72.43686919,Lease 3,Residential,Function 3,Detail 2,0,95.53691971,1998,413959.8289
3558840,Site E,"176 Broadway, Stockport",367293.1119,382588.6339,Ward 5,Freehold,Long-term,Operational,290.582928,Lease 1,Residential,Function 3,Detail 2,1,75.87917255,1941,272739.4759
2355118,Site E,"74 Church St, Bolton",372797.1422,366261.4305,Ward 5,Freehold,Short-term,Non-Operational,262.8961928,Lease 2,Commercial,Function 1,Detail 1,0,106.9276838,1972,153134.6541
5545681,Site B,"26 High St, Bury",363091.5853,360367.2029,Ward 5,Freehold,Long-term,Non-Operational,305.6430386,Lease 1,Residential,Function 1,Detail 2,1,103.1948642,1930,501969.0755
8130489,Site E,"206 Mill Rd, Manchester",333726.8388,358877.3326,Ward 4,Leasehold,Long-term,Operational,321.8970502,Lease 2,Commercial,Function 1,Detail 1,0,86.47220959,1963,393149.375
5961720,Site A,"803 Mill Rd, Bury",344047.0043,311894.6074,Ward 3,Freehold,Long-term,Non-Operational,180.3880595,Lease 1,Commercial,Function 2,Detail 1,0,113.837113,2000,277134.2468
1603922,Site A,"69 High St, Stockport",370955.9778,364194.2442,Ward 4,Freehold,Short-term,Non-Operational,191.018432,Lease 3,Industrial,Function 2,Detail 3,1,70.30521523,2006,271715.0567
7498322,Site A,"283 Mill Rd, Stockport",365985.507,339878.0187,Ward 2,Freehold,Short-term,Non-Operational,244.2813049,Lease 1,Residential,Function 1,Detail 3,0,69.82331497,1910,264863.9664
8490489,Site E,"250 Mill Rd, Salford",377301.3531,306325.6698,Ward 4,Leasehold,Short-term,Non-Operational,488.8157489,Lease 1,Industrial,Function 2,Detail 2,0,114.1476519,1995,347691.811
5822895,Site C,"499 Broadway, Manchester",324113.7554,320525.6104,Ward 3,Freehold,Short-term,Non-Operational,319.563733,Lease 1,Residential,Function 3,Detail 3,0,106.2801175,1968,255915.4305
1725970,Site B,"526 Main St, Salford",300448.8891,344257.797,Ward 2,Leasehold,Short-term,Non-Operational,123.622572,Lease 1,Industrial,Function 1,Detail 1,0,119.2780883,2008,364196.3076
9217008,Site A,"473 Main St, Bury",326644.2101,399297.8105,Ward 3,Leasehold,Long-term,Operational,123.7176361,Lease 1,Industrial,Function 2,Detail 2,0,118.4341327,1937,269891.4945
9671483,Site A,"841 Mill Rd, Bolton",334789.1464,343066.6073,Ward 3,Freehold,Short-term,Operational,359.7551639,Lease 1,Industrial,Function 2,Detail 1,0,105.217554,1918,318461.8068
6937127,Site C,"505 High St, Bury",396051.3464,314977.8366,Ward 1,Leasehold,Long-term,Non-Operational,258.7352864,Lease 3,Residential,Function 2,Detail 3,1,122.9314809,2014,389540.0856
6059355,Site A,"839 Church St, Bolton",321773.2273,390170.9555,Ward 1,Leasehold,Long-term,Operational,434.5889856,Lease 2,Industrial,Function 2,Detail 2,0,148.404417,1905,335736.3729
1716618,Site B,"163 High St, Salford",382640.4351,303523.7623,Ward 1,Freehold,Long-term,Operational,261.9595581,Lease 3,Commercial,Function 1,Detail 3,0,82.87529547,1943,458602.4566
4550769,Site C,"678 High St, Bury",362251.1529,312672.6842,Ward 5,Leasehold,Long-term,Operational,60.13849658,Lease 3,Industrial,Function 3,Detail 3,0,91.56717011,1935,235710.7407
5266890,Site D,"600 Church St, Salford",316753.6648,347372.4835,Ward 4,Leasehold,Long-term,Operational,338.7785524,Lease 2,Residential,Function 2,Detail 3,1,111.0158224,1907,238383.2923
5946568,Site B,"41 Main St, Salford",340350.4811,309277.8682,Ward 1,Leasehold,Long-term,Operational,170.0351282,Lease 3,Residential,Function 1,Detail 3,1,108.4596659,1923,269992.6128
1338829,Site B,"682 Church St, Manchester",351015.8657,357158.5679,Ward 2,Leasehold,Short-term,Non-Operational,493.6776809,Lease 2,Industrial,Function 3,Detail 2,1,118.6512487,1939,285132.0496
4434692,Site E,"918 Broadway, Bolton",334415.0164,315776.7092,Ward 5,Leasehold,Short-term,Operational,52.65417736,Lease 1,Industrial,Function 2,Detail 2,0,94.40220407,1975,388495.4909
7348424,Site D,"877 Broadway, Manchester",322615.0118,365085.7452,Ward 1,Leasehold,Short-term,Operational,144.009936,Lease 1,Industrial,Function 3,Detail 3,1,109.9038848,2016,369699.0639
6807810,Site D,"732 Main St, Manchester",325285.094,311766.4244,Ward 4,Leasehold,Long-term,Non-Operational,341.893508,Lease 2,Industrial,Function 3,Detail 1,0,105.2321107,1941,305880.1318
8653590,Site C,"827 High St, Stockport",358520.5765,381010.4277,Ward 5,Freehold,Short-term,Non-Operational,128.501396,Lease 2,Industrial,Function 1,Detail 2,0,115.7429979,1991,232245.1163
9822477,Site A,"280 Broadway, Bolton",368810.6053,373383.0017,Ward 5,Leasehold,Long-term,Non-Operational,366.6435884,Lease 1,Commercial,Function 1,Detail 3,0,74.62647302,2013,342941.7509
3003579,Site D,"964 Broadway, Bury",346897.1259,392540.316,Ward 2,Freehold,Long-term,Operational,281.8268054,Lease 2,Industrial,Function 2,Detail 2,1,105.5823526,1917,298330.4863
1368014,Site C,"636 Main St, Salford",394173.5837,306841.7887,Ward 3,Freehold,Long-term,Non-Operational,112.2703392,Lease 3,Industrial,Function 2,Detail 3,1,104.8457963,1936,253942.9076
2083624,Site D,"485 High St, Bury",372856.6426,355529.6972,Ward 2,Leasehold,Long-term,Operational,230.2547171,Lease 2,Industrial,Function 2,Detail 3,1,91.76435336,1961,287813.8064
9222096,Site B,"132 Mill Rd, Salford",389175.7966,370885.3587,Ward 4,Leasehold,Long-term,Operational,297.9117094,Lease 3,Residential,Function 3,Detail 1,0,105.4714929,2021,424342.8159
8259500,Site D,"367 Main St, Salford",347566.3546,390266.4491,Ward 4,Freehold,Short-term,Non-Operational,300.2661306,Lease 3,Industrial,Function 1,Detail 1,0,103.1810893,1990,266630.7305
4136425,Site A,"827 High St, Bury",301488.2928,348205.3941,Ward 4,Leasehold,Short-term,Non-Operational,270.5591274,Lease 1,Commercial,Function 2,Detail 2,1,89.55920674,1993,290893.5388
7126886,Site C,"949 Broadway, Bury",359207.053,395131.5705,Ward 5,Leasehold,Long-term,Non-Operational,380.0362337,Lease 1,Commercial,Function 2,Detail 2,0,116.1661298,1952,279381.556
6561338,Site A,"746 Mill Rd, Bolton",381825.9379,312247.9299,Ward 4,Leasehold,Short-term,Non-Operational,212.0750441,Lease 3,Industrial,Function 2,Detail 1,0,91.00834791,1989,246540.918
2641908,Site E,"296 High St, Bolton",353653.5059,343322.9221,Ward 2,Leasehold,Long-term,Operational,329.1290037,Lease 1,Commercial,Function 3,Detail 3,0,60.89875482,1948,272568.613
1145432,Site A,"233 Main St, Stockport",356790.1048,325317.2012,Ward 5,Leasehold,Short-term,Non-Operational,135.1186001,Lease 1,Industrial,Function 2,Detail 3,1,87.04526458,1966,367701.8341
4661524,Site A,"257 Church St, Salford",397497.0896,315538.8144,Ward 2,Freehold,Long-term,Non-Operational,487.2192208,Lease 3,Residential,Function 3,Detail 2,0,119.2828946,1962,326601.9241
2568689,Site C,"411 Broadway, Manchester",336614.2184,328678.2062,Ward 1,Freehold,Long-term,Non-Operational,157.3638578,Lease 3,Commercial,Function 2,Detail 3,0,105.7892495,1901,246123.3342
3329973,Site B,"779 Broadway, Salford",380187.2819,366471.808,Ward 1,Freehold,Long-term,Operational,437.8212364,Lease 2,Commercial,Function 1,Detail 3,1,100.9366484,1992,279956.9348
3522325,Site D,"272 Mill Rd, Bolton",350507.4239,348320.2473,Ward 1,Freehold,Short-term,Operational,128.6057295,Lease 1,Industrial,Function 2,Detail 1,1,111.1836827,1963,427997.0163
9384722,Site D,"825 Main St, Stockport",346371.1004,318154.8792,Ward 2,Leasehold,Short-term,Non-Operational,483.9603686,Lease 3,Industrial,Function 3,Detail 2,0,65.57925941,1955,335552.2337
9354332,Site C,"91 Broadway, Bolton",314557.7063,303171.9743,Ward 3,Leasehold,Long-term,Operational,493.2621979,Lease 2,Commercial,Function 2,Detail 2,1,84.26715127,1917,222069.0464
7392578,Site C,"640 Mill Rd, Manchester",374839.5084,392349.9761,Ward 2,Leasehold,Short-term,Operational,170.6988973,Lease 1,Residential,Function 3,Detail 1,1,131.5163059,2022,308807.3605
7515971,Site B,"315 Broadway, Bury",382329.4422,331413.6047,Ward 1,Freehold,Long-term,Non-Operational,146.9372281,Lease 1,Commercial,Function 3,Detail 2,0,99.34703418,2017,158186.5088
4850916,Site B,"490 Mill Rd, Salford",343087.7445,312758.5103,Ward 3,Freehold,Short-term,Non-Operational,385.9491872,Lease 1,Industrial,Function 2,Detail 3,1,107.5673244,1957,227427.101
7072414,Site E,"120 Mill Rd, Salford",376353.0593,314614.764,Ward 5,Leasehold,Short-term,Operational,356.4051358,Lease 1,Industrial,Function 3,Detail 2,1,89.97071389,1951,173272.3103
8168905,Site D,"752 Church St, Salford",358112.0787,325342.5918,Ward 4,Leasehold,Short-term,Non-Operational,369.072474,Lease 3,Residential,Function 3,Detail 1,0,118.7899215,1936,207674.8434
2160685,Site D,"696 Broadway, Salford",325755.4315,323081.2094,Ward 3,Leasehold,Long-term,Operational,90.05679243,Lease 2,Industrial,Function 3,Detail 1,1,128.2503937,1958,357409.5475
8624309,Site E,"856 High St, Manchester",392371.5528,327955.015,Ward 1,Leasehold,Long-term,Operational,301.626501,Lease 2,Industrial,Function 2,Detail 3,0,102.9524857,1952,318758.4268
3119872,Site C,"637 High St, Bolton",369677.1414,322550.9984,Ward 3,Leasehold,Long-term,Operational,354.3257045,Lease 3,Industrial,Function 2,Detail 3,0,64.57155277,1945,292657.1393
3539042,Site D,"275 Mill Rd, Bury",387833.4618,343064.6705,Ward 4,Freehold,Short-term,Operational,192.5157184,Lease 3,Commercial,Function 1,Detail 2,0,98.96035794,1998,297241.0688
1733079,Site A,"221 Broadway, Bury",328146.4426,376560.3665,Ward 5,Freehold,Long-term,Operational,360.5783098,Lease 1,Residential,Function 2,Detail 3,0,127.635832,2014,197841.8938
4025070,Site C,"940 Main St, Salford",391636.3189,302717.8945,Ward 2,Leasehold,Long-term,Non-Operational,231.3109395,Lease 2,Residential,Function 2,Detail 3,1,73.29414237,1915,261814.8215
8798895,Site C,"120 Main St, Salford",336466.6861,319046.2721,Ward 3,Freehold,Long-term,Non-Operational,197.2447433,Lease 3,Residential,Function 2,Detail 1,0,68.78078819,1937,269950.5382
2576243,Site B,"657 Church St, Salford",300953.1886,371198.5998,Ward 1,Freehold,Long-term,Operational,405.2625303,Lease 3,Industrial,Function 3,Detail 1,1,110.7256872,1961,211585.1604
5431325,Site E,"592 Broadway, Bury",307502.8438,314888.0307,Ward 4,Freehold,Long-term,Operational,143.9718133,Lease 2,Commercial,Function 1,Detail 3,0,87.33738271,1944,377178.9696
4724774,Site C,"877 Church St, Bolton",308933.8484,374132.9447,Ward 3,Leasehold,Long-term,Operational,51.36346313,Lease 2,Commercial,Function 2,Detail 1,1,50.69231523,1901,257586.624
5966296,Site B,"48 Main St, Salford",320714.3368,351480.9566,Ward 3,Freehold,Short-term,Non-Operational,400.4128225,Lease 2,Industrial,Function 1,Detail 2,0,88.42450015,1923,251989.5523
3899892,Site A,"105 Main St, Salford",318652.1986,388161.4903,Ward 3,Leasehold,Short-term,Non-Operational,461.7315735,Lease 1,Commercial,Function 1,Detail 2,0,143.3836081,2003,373560.0556
2981565,Site A,"1 Broadway, Stockport",305789.3994,301015.998,Ward 1,Freehold,Short-term,Non-Operational,229.5716082,Lease 2,Industrial,Function 3,Detail 2,1,108.3593251,2017,277454.4807
3292776,Site D,"562 Main St, Salford",389539.2432,378435.6546,Ward 3,Leasehold,Long-term,Operational,224.4521617,Lease 2,Residential,Function 2,Detail 1,0,123.4720843,1987,291580.0909
9499554,Site E,"990 Main St, Bolton",382831.0084,357221.0898,Ward 3,Freehold,Long-term,Operational,488.6559654,Lease 2,Industrial,Function 1,Detail 3,0,78.62915845,1974,375591.224
1637290,Site E,"276 Mill Rd, Stockport",376282.3233,346887.8608,Ward 5,Leasehold,Long-term,Non-Operational,138.2709698,Lease 3,Residential,Function 2,Detail 3,1,104.7204669,2002,214474.8673
1196398,Site B,"584 High St, Stockport",347913.3396,314571.9668,Ward 1,Freehold,Long-term,Non-Operational,391.1240167,Lease 2,Residential,Function 2,Detail 3,0,94.14087377,1926,351092.3576
4953947,Site D,"681 Broadway, Bolton",342514.8154,323406.3222,Ward 3,Freehold,Long-term,Non-Operational,83.25820265,Lease 2,Industrial,Function 2,Detail 1,1,82.77476575,1917,310957.8716
2808055,Site E,"559 High St, Manchester",342536.4485,378602.9957,Ward 4,Leasehold,Long-term,Non-Operational,485.7296523,Lease 1,Commercial,Function 3,Detail 3,1,87.79197035,1923,375547.3445
5364469,Site D,"885 Main St, Stockport",326176.741,314900.8864,Ward 2,Leasehold,Long-term,Operational,374.065835,Lease 3,Industrial,Function 1,Detail 2,0,112.9847084,1935,307871.2055
2316651,Site B,"7 Main St, Stockport",360825.7614,352734.6987,Ward 2,Leasehold,Long-term,Operational,117.1581807,Lease 2,Commercial,Function 2,Detail 3,1,139.5961968,1993,337728.0463
2196920,Site D,"165 Broadway, Bury",305907.9651,320762.969,Ward 5,Freehold,Short-term,Non-Operational,367.764293,Lease 2,Industrial,Function 1,Detail 3,0,119.7453942,1910,256393.5737
7357395,Site C,"364 High St, Bury",365878.3911,348927.1825,Ward 1,Leasehold,Short-term,Operational,440.9168167,Lease 1,Industrial,Function 1,Detail 3,1,71.51587961,2008,212169.6827
7828545,Site C,"751 High St, Bolton",351385.7464,325474.0369,Ward 4,Leasehold,Long-term,Operational,114.5730469,Lease 1,Industrial,Function 3,Detail 1,0,91.62104501,1966,339615.5524
9232744,Site C,"826 Church St, Stockport",381652.022,335111.1599,Ward 1,Freehold,Short-term,Non-Operational,408.8562032,Lease 2,Industrial,Function 3,Detail 3,0,65.20906133,2009,161846.2167
3625425,Site C,"2 Church St, Bury",397274.1937,380244.4205,Ward 2,Leasehold,Short-term,Operational,481.6581446,Lease 2,Industrial,Function 3,Detail 1,1,69.70631079,2014,382903.255
6062532,Site A,"837 Main St, Bury",387661.0138,303711.7329,Ward 4,Leasehold,Long-term,Non-Operational,465.4653008,Lease 1,Commercial,Function 2,Detail 2,0,107.9167242,2022,191097.3204
1488693,Site A,"147 Mill Rd, Manchester",371992.4145,392429.8058,Ward 2,Leasehold,Short-term,Non-Operational,223.9397629,Lease 1,Industrial,Function 3,Detail 1,0,72.02045952,1990,323779.4321
5090847,Site E,"613 High St, Bury",343278.3413,331938.1889,Ward 2,Leasehold,Long-term,Operational,357.3402902,Lease 2,Commercial,Function 2,Detail 3,1,112.0525129,2001,396803.058
8726228,Site A,"348 Mill Rd, Salford",321452.4262,359604.192,Ward 1,Leasehold,Long-term,Non-Operational,236.9785536,Lease 2,Industrial,Function 1,Detail 3,0,107.2948809,1990,192586.9111
6779969,Site D,"54 Mill Rd, Bolton",366487.3317,322175.442,Ward 3,Leasehold,Short-term,Non-Operational,94.09886213,Lease 1,Industrial,Function 2,Detail 3,1,91.52069559,1917,294409.347
3997485,Site D,"76 Church St, Bolton",320159.9109,335873.5144,Ward 5,Leasehold,Short-term,Non-Operational,174.3950532,Lease 3,Industrial,Function 3,Detail 2,1,77.62585103,1994,320772.3231
5114971,Site A,"457 Church St, Stockport",302025.895,345966.5338,Ward 4,Freehold,Long-term,Operational,263.4706644,Lease 1,Residential,Function 2,Detail 2,1,119.5361789,1913,393875.0929
4899681,Site D,"41 Main St, Stockport",357323.2981,368874.6646,Ward 5,Freehold,Long-term,Non-Operational,351.5737316,Lease 2,Industrial,Function 1,Detail 2,0,84.02681961,1992,318863.5326
8653556,Site E,"446 Broadway, Manchester",339413.0412,387309.0177,Ward 4,Freehold,Long-term,Non-Operational,156.1251301,Lease 2,Commercial,Function 3,Detail 2,0,111.8992722,1950,313867.5895
2621306,Site B,"340 High St, Manchester",387601.8666,386612.9434,Ward 2,Leasehold,Long-term,Operational,351.6897879,Lease 3,Residential,Function 2,Detail 2,0,74.12716721,1940,193735.2572
7107218,Site A,"923 Mill Rd, Bury",364578.0061,333700.9001,Ward 4,Freehold,Short-term,Non-Operational,497.3238441,Lease 1,Industrial,Function 2,Detail 3,0,95.46991007,1998,483637.1607
4092220,Site C,"10 Main St, Bolton",364725.0104,308871.2033,Ward 4,Freehold,Short-term,Operational,279.9973632,Lease 1,Residential,Function 3,Detail 1,0,147.9437766,1958,201501.551
2390849,Site D,"74 High St, Bury",378789.3048,392501.8641,Ward 1,Freehold,Long-term,Operational,376.4721229,Lease 2,Residential,Function 2,Detail 3,0,83.4254847,1902,305367.8953
9218159,Site D,"151 Church St, Manchester",333565.2001,303069.6289,Ward 5,Freehold,Long-term,Operational,403.7828829,Lease 1,Industrial,Function 2,Detail 1,1,81.53069093,1975,258580.0982
5171397,Site B,"393 High St, Bolton",395817.1952,388106.4626,Ward 5,Leasehold,Short-term,Operational,154.9869669,Lease 3,Industrial,Function 1,Detail 1,0,64.24007427,1937,349878.4883
2255622,Site E,"712 High St, Bolton",322132.1491,302582.2575,Ward 4,Freehold,Long-term,Operational,76.44753046,Lease 3,Commercial,Function 1,Detail 3,0,112.9137933,1986,333415.7837
4476896,Site D,"228 Broadway, Bolton",387167.9897,397662.0619,Ward 3,Freehold,Short-term,Non-Operational,320.2779364,Lease 1,Residential,Function 3,Detail 1,1,144.2980855,1903,192648.2111
